name,latitude,longitude,city,country,data_source,osm_id
Dog Park 978645622,51.4801939,-0.1465452,London,UK,OpenStreetMap,978645622
Dog Park 978645623,51.4797687,-0.1465076,London,UK,OpenStreetMap,978645623
St George's Square Dog Park,51.4861531,-0.1341798,London,UK,OpenStreetMap,1012051871
Camden Square Dog Park,51.5445287,-0.132353,London,UK,OpenStreetMap,1016900548
Dog Park 1017960349,51.5467295,-0.1339172,London,UK,OpenStreetMap,1017960349
The Dog Pond,51.5613301,-0.1546874,London,UK,OpenStreetMap,1042567900
Dog Park 1170409070,51.4851996,-0.1074255,London,UK,OpenStreetMap,1170409070
Dog Park 1174405832,51.4862196,-0.0999499,London,UK,OpenStreetMap,1174405832
Dog Park 1174405834,51.4858902,-0.1002219,London,UK,OpenStreetMap,1174405834
Dog Park 1174405836,51.4856441,-0.1006936,London,UK,OpenStreetMap,1174405836
Dog Park 1181815098,51.4951976,-0.108441,London,UK,OpenStreetMap,1181815098
Dog pool,51.5619864,-0.1741956,London,UK,OpenStreetMap,1186562118
Myatt Fields Dog Park,51.47483,-0.1033593,London,UK,OpenStreetMap,1213872971
Dog walking area of Belgrave Square,53.3222445,-6.2602296,Dublin,Ireland,OpenStreetMap,552236781
Bark Park,53.3452537,-6.3066042,Dublin,Ireland,OpenStreetMap,851450576
Dog Park 1427988841,53.4026137,-6.2447337,Dublin,Ireland,OpenStreetMap,1427988841
Dog Park 6330505870,48.7924613,2.3661424,Paris,France,OpenStreetMap,6330505870
Dog Park 6593048059,48.8199781,2.2841156,Paris,France,OpenStreetMap,6593048059
Gagarine,48.8933423,2.2953677,Paris,France,OpenStreetMap,8069059824
Dog Park 8219638629,48.8286021,2.3992604,Paris,France,OpenStreetMap,8219638629
Dog Park 8728653165,48.9163101,2.3052033,Paris,France,OpenStreetMap,8728653165
Espace canin,48.863886,2.3925866,Paris,France,OpenStreetMap,11099803554
Dog Park 11397846477,48.8090138,2.2959807,Paris,France,OpenStreetMap,11397846477
Dog Park 12047537825,48.8753818,2.3955648,Paris,France,OpenStreetMap,12047537825
Dog Park 12330508101,48.8962654,2.2918685,Paris,France,OpenStreetMap,12330508101
Dog Park 12833160288,48.9250385,2.3733363,Paris,France,OpenStreetMap,12833160288
Dog Park 13059667241,48.9192754,2.3316289,Paris,France,OpenStreetMap,13059667241
Dog Park 13084713101,48.8134499,2.3424758,Paris,France,OpenStreetMap,13084713101
Dog Park 197717534,48.8235458,2.2970679,Paris,France,OpenStreetMap,197717534
Dog Park 300936800,48.7918506,2.2927099,Paris,France,OpenStreetMap,300936800
Dog Park 349887551,48.9026737,2.3973462,Paris,France,OpenStreetMap,349887551
Dog Park 376354146,48.8233242,2.2800535,Paris,France,OpenStreetMap,376354146
Dog Park 569285571,48.8631271,2.3433084,Paris,France,OpenStreetMap,569285571
Parc canin,48.9162622,2.3252881,Paris,France,OpenStreetMap,579220857
Dog Park 599450679,48.9143314,2.3318761,Paris,France,OpenStreetMap,599450679
Dog Park 624085914,48.9116959,2.3367381,Paris,France,OpenStreetMap,624085914
Plate-bande du boulevard Sérurier,48.87836,2.40435,Paris,France,OpenStreetMap,669324858
Dog Park 671929480,48.9162735,2.3349659,Paris,France,OpenStreetMap,671929480
Dog Park 671929481,48.9169295,2.3331684,Paris,France,OpenStreetMap,671929481
Dog Park 671929482,48.917372,2.3320193,Paris,France,OpenStreetMap,671929482
Dog Park 671929483,48.9188507,2.3319884,Paris,France,OpenStreetMap,671929483
Dog Park 689516060,48.9165921,2.3317442,Paris,France,OpenStreetMap,689516060
Dog Park 689516061,48.916301,2.3320464,Paris,France,OpenStreetMap,689516061
Dog Park 714583373,48.8913974,2.3874819,Paris,France,OpenStreetMap,714583373
Parc canin,48.9163633,2.3255525,Paris,France,OpenStreetMap,765425231
Dog Park 767221416,48.9082396,2.3322491,Paris,France,OpenStreetMap,767221416
Dog Park 767308496,48.9024641,2.3341984,Paris,France,OpenStreetMap,767308496
Dog Park 767308497,48.9024782,2.3331961,Paris,France,OpenStreetMap,767308497
Dog Park 768241146,48.9084628,2.3342198,Paris,France,OpenStreetMap,768241146
Dog Park 775380739,48.8475212,2.3961514,Paris,France,OpenStreetMap,775380739
Dog Park 780476041,48.8800438,2.3681062,Paris,France,OpenStreetMap,780476041
Dog Park 844720363,48.7900764,2.3108254,Paris,France,OpenStreetMap,844720363
Dog Park 849765166,48.8423592,2.3365491,Paris,France,OpenStreetMap,849765166
Dog Park 958218086,48.8124435,2.3092391,Paris,France,OpenStreetMap,958218086
Caniparc,48.8738788,2.4213294,Paris,France,OpenStreetMap,958851724
Dog Park 966411272,48.8868209,2.3163603,Paris,France,OpenStreetMap,966411272
Allée aux chiens chiens de Brassens,48.8321375,2.298118,Paris,France,OpenStreetMap,966488741
Dog Park 1013850284,48.9121052,2.2873995,Paris,France,OpenStreetMap,1013850284
Parc canin,48.8589881,2.3847387,Paris,France,OpenStreetMap,1071020304
Dog Park 1076797149,48.9025231,2.3516343,Paris,France,OpenStreetMap,1076797149
Dog Park 1090016686,48.9068202,2.343935,Paris,France,OpenStreetMap,1090016686
Dog Park 1090016687,48.9067222,2.3438874,Paris,France,OpenStreetMap,1090016687
Dog Park 1091889146,48.9094692,2.3037401,Paris,France,OpenStreetMap,1091889146
Parc Canin,48.8722312,2.4132932,Paris,France,OpenStreetMap,1102605092
Dog Park 1115679232,48.802376,2.2945488,Paris,France,OpenStreetMap,1115679232
Dog Park 1156458269,48.8456288,2.3633057,Paris,France,OpenStreetMap,1156458269
Dog Park 1188375404,48.8500926,2.3612564,Paris,France,OpenStreetMap,1188375404
Dog Park 1202305876,48.9021054,2.3227372,Paris,France,OpenStreetMap,1202305876
Dog Park 1202305877,48.9017135,2.3225671,Paris,France,OpenStreetMap,1202305877
Dog Park 1231387004,48.822355,2.2982341,Paris,France,OpenStreetMap,1231387004
Dog Park 1302514955,48.8140444,2.3799377,Paris,France,OpenStreetMap,1302514955
Dog Park 1337436561,48.8223092,2.3654803,Paris,France,OpenStreetMap,1337436561
Dog Park 1381320927,48.8889146,2.3670912,Paris,France,OpenStreetMap,1381320927
Parc à chien (Buttes Chaumont),48.8811407,2.3857441,Paris,France,OpenStreetMap,1453295418
Dog Park 1482022843,48.8668153,2.3899925,Paris,France,OpenStreetMap,1482022843
Dog Park 5635243808,45.7548387,4.8209826,Lyon,France,OpenStreetMap,5635243808
Dog Park 6433158990,45.7723629,4.8018446,Lyon,France,OpenStreetMap,6433158990
Dog Park 7824425648,45.75583,4.8795645,Lyon,France,OpenStreetMap,7824425648
Dog Park 8262732171,45.7705803,4.8365917,Lyon,France,OpenStreetMap,8262732171
Dog Park 8677291643,45.7986343,4.8504032,Lyon,France,OpenStreetMap,8677291643
Dog Park 10864390181,45.7735964,4.8515312,Lyon,France,OpenStreetMap,10864390181
Dog Park 10983188592,45.7803339,4.8276854,Lyon,France,OpenStreetMap,10983188592
Dog Park 12295700651,45.7564001,4.8004798,Lyon,France,OpenStreetMap,12295700651
Dog Park 12466688802,45.7248962,4.8636394,Lyon,France,OpenStreetMap,12466688802
Dog Park 13133788387,45.7462409,4.8682477,Lyon,France,OpenStreetMap,13133788387
Dog Park 13271520877,45.7515272,4.8241598,Lyon,France,OpenStreetMap,13271520877
Dog Park 13619129701,45.7528183,4.8624956,Lyon,France,OpenStreetMap,13619129701
Dog Park 127735790,45.7846205,4.8304984,Lyon,France,OpenStreetMap,127735790
Dog Park 174970741,45.7150247,4.8055087,Lyon,France,OpenStreetMap,174970741
Place Alexandre Morin,45.7335328,4.8243062,Lyon,France,OpenStreetMap,182655035
Aire de déjection canine,45.7761552,4.8107058,Lyon,France,OpenStreetMap,213306360
Espace de Déjection Canine,45.7553747,4.8353221,Lyon,France,OpenStreetMap,239821401
Parc canin Chazière,45.7820176,4.8167378,Lyon,France,OpenStreetMap,255644450
Dog Park 263961145,45.7773271,4.8209811,Lyon,France,OpenStreetMap,263961145
Dog Park 292930013,45.7442085,4.8572476,Lyon,France,OpenStreetMap,292930013
Dog Park 300571956,45.7688537,4.795842,Lyon,France,OpenStreetMap,300571956
Dog Park 300603203,45.7672314,4.7928958,Lyon,France,OpenStreetMap,300603203
Dog Park 318506123,45.7750523,4.8622225,Lyon,France,OpenStreetMap,318506123
Dog Park 327471004,45.7491611,4.8344345,Lyon,France,OpenStreetMap,327471004
Dog Park 409130299,45.7685127,4.8007624,Lyon,France,OpenStreetMap,409130299
Dog Park 492720841,45.7531086,4.8825138,Lyon,France,OpenStreetMap,492720841
Dog Park 565107156,45.7648777,4.7844587,Lyon,France,OpenStreetMap,565107156
Dog Park 567543456,45.7683057,4.7840209,Lyon,France,OpenStreetMap,567543456
Parc a chien,45.7697589,4.8672017,Lyon,France,OpenStreetMap,666358498
Dog Park 666378643,45.7826297,4.8566736,Lyon,France,OpenStreetMap,666378643
Dog Park 686190448,45.7768747,4.8050635,Lyon,France,OpenStreetMap,686190448
Dog Park 762098174,45.7443746,4.8172831,Lyon,France,OpenStreetMap,762098174
Dog Park 793856412,45.7403903,4.8156687,Lyon,France,OpenStreetMap,793856412
Dog Park 906560767,45.7745045,4.8362055,Lyon,France,OpenStreetMap,906560767
Dog Park 909246923,45.7437112,4.8535295,Lyon,France,OpenStreetMap,909246923
Dog Park 927883768,45.782333,4.8846087,Lyon,France,OpenStreetMap,927883768
Dog Park 938135418,45.7880783,4.8365065,Lyon,France,OpenStreetMap,938135418
Dog Park 946778366,45.7441166,4.8466821,Lyon,France,OpenStreetMap,946778366
Dog Park 948786675,45.7931742,4.8470654,Lyon,France,OpenStreetMap,948786675
Dog Park 958147778,45.7528369,4.8622936,Lyon,France,OpenStreetMap,958147778
Dog Park 1024255098,45.797345,4.8396879,Lyon,France,OpenStreetMap,1024255098
Dog Park 1029973754,45.769219,4.8408141,Lyon,France,OpenStreetMap,1029973754
Dog Park 1165026796,45.7820081,4.8568665,Lyon,France,OpenStreetMap,1165026796
Dog Park 1186588647,45.7879681,4.8533312,Lyon,France,OpenStreetMap,1186588647
Dog Park 1255683700,45.7752643,4.8625238,Lyon,France,OpenStreetMap,1255683700
Dog Park 1370808863,45.7699636,4.809378,Lyon,France,OpenStreetMap,1370808863
Dog Park 1378927377,45.7604077,4.789589,Lyon,France,OpenStreetMap,1378927377
Dog Park 12921300932,43.2824206,5.3699596,Marseille,France,OpenStreetMap,12921300932
Dog Park 198945969,43.2983164,5.4143248,Marseille,France,OpenStreetMap,198945969
Dog Park 245092106,43.3138175,5.3904419,Marseille,France,OpenStreetMap,245092106
Dog Park 260575885,43.2925781,5.3994446,Marseille,France,OpenStreetMap,260575885
Dog Park 319986976,43.2800351,5.4102346,Marseille,France,OpenStreetMap,319986976
Dog Park 529213304,43.2500576,5.4179846,Marseille,France,OpenStreetMap,529213304
Dog Park 689189957,43.2466715,5.398054,Marseille,France,OpenStreetMap,689189957
Dog Park 776035572,43.3104252,5.3855835,Marseille,France,OpenStreetMap,776035572
Dog Park 839907339,43.2701535,5.4121512,Marseille,France,OpenStreetMap,839907339
Dog Park 875797859,43.2596593,5.4149389,Marseille,France,OpenStreetMap,875797859
Dog Park 884137546,43.2682995,5.4173564,Marseille,France,OpenStreetMap,884137546
Dog Park 933808447,43.2995749,5.4014684,Marseille,France,OpenStreetMap,933808447
Dog Park 1004878668,43.2609679,5.4006383,Marseille,France,OpenStreetMap,1004878668
Dog Park 1082393560,43.2748398,5.4222386,Marseille,France,OpenStreetMap,1082393560
Dog Park 1169018965,43.3042446,5.3962284,Marseille,France,OpenStreetMap,1169018965
Dog Park 1185509599,43.2847313,5.4047206,Marseille,France,OpenStreetMap,1185509599
Dog Park 1242526555,43.274803,5.4205788,Marseille,France,OpenStreetMap,1242526555
Dog Park 1381027800,43.3307892,5.3978297,Marseille,France,OpenStreetMap,1381027800
Dog Park 1470015105,43.2833178,5.3911966,Marseille,France,OpenStreetMap,1470015105
Dog Park 2682739055,41.4438423,2.2179776,Barcelona,Spain,OpenStreetMap,2682739055
Dog Park 8671283289,41.3850683,2.1352798,Barcelona,Spain,OpenStreetMap,8671283289
Dog Park 11126038309,41.3907817,2.1999202,Barcelona,Spain,OpenStreetMap,11126038309
Dog Park 13195426112,41.3864569,2.1369433,Barcelona,Spain,OpenStreetMap,13195426112
Dog Park 86939227,41.4130291,2.1423986,Barcelona,Spain,OpenStreetMap,86939227
Dog Park 122157052,41.4267952,2.1525682,Barcelona,Spain,OpenStreetMap,122157052
Dog Park 133219288,41.4318128,2.1815811,Barcelona,Spain,OpenStreetMap,133219288
Dog Park 135789797,41.4081188,2.1421196,Barcelona,Spain,OpenStreetMap,135789797
Dog Park 135790943,41.4110855,2.1445742,Barcelona,Spain,OpenStreetMap,135790943
Dog Park 175783882,41.4075691,2.1712523,Barcelona,Spain,OpenStreetMap,175783882
Dog Park 178084509,41.4089662,2.1691119,Barcelona,Spain,OpenStreetMap,178084509
Dog Park 198437139,41.3877534,2.1926437,Barcelona,Spain,OpenStreetMap,198437139
Dog Park 208113389,41.4226169,2.2286808,Barcelona,Spain,OpenStreetMap,208113389
Dog Park 243581628,41.3637403,2.1041616,Barcelona,Spain,OpenStreetMap,243581628
Dog Park 245375177,41.3722698,2.1741985,Barcelona,Spain,OpenStreetMap,245375177
Dog Park 256814764,41.3966593,2.1198529,Barcelona,Spain,OpenStreetMap,256814764
Dog Park 258291395,41.3980148,2.1129952,Barcelona,Spain,OpenStreetMap,258291395
Dog Park 269149017,41.3924858,2.1217822,Barcelona,Spain,OpenStreetMap,269149017
Dog Park 283777013,41.4017238,2.1445821,Barcelona,Spain,OpenStreetMap,283777013
Dog Park 287130416,41.4260996,2.1371108,Barcelona,Spain,OpenStreetMap,287130416
Dog Park 293875917,41.3267255,2.1055805,Barcelona,Spain,OpenStreetMap,293875917
Dog Park 296836789,41.4079257,2.1536677,Barcelona,Spain,OpenStreetMap,296836789
Dog Park 394928524,41.4033324,2.1299059,Barcelona,Spain,OpenStreetMap,394928524
Dog Park 412143997,41.3976677,2.2083546,Barcelona,Spain,OpenStreetMap,412143997
Dog Park 423212128,41.3817085,2.1929419,Barcelona,Spain,OpenStreetMap,423212128
Dog Park 426994367,41.3711241,2.1676687,Barcelona,Spain,OpenStreetMap,426994367
Dog Park 428476483,41.411295,2.1908983,Barcelona,Spain,OpenStreetMap,428476483
Dog Park 429042997,41.4199513,2.1957771,Barcelona,Spain,OpenStreetMap,429042997
Dog Park 433199352,41.4328989,2.1862739,Barcelona,Spain,OpenStreetMap,433199352
Dog Park 433199754,41.4256512,2.1810156,Barcelona,Spain,OpenStreetMap,433199754
Dog Park 433200255,41.4358689,2.1955804,Barcelona,Spain,OpenStreetMap,433200255
Dog Park 433200488,41.4343263,2.2075766,Barcelona,Spain,OpenStreetMap,433200488
Dog Park 433200596,41.4278941,2.1886208,Barcelona,Spain,OpenStreetMap,433200596
Dog Park 433303937,41.4302387,2.1910131,Barcelona,Spain,OpenStreetMap,433303937
Dog Park 433305283,41.4364346,2.1922577,Barcelona,Spain,OpenStreetMap,433305283
Dog Park 435914353,41.4088231,2.2015025,Barcelona,Spain,OpenStreetMap,435914353
Dog Park 465875777,41.4572893,2.2055311,Barcelona,Spain,OpenStreetMap,465875777
Dog Park 465875778,41.4559588,2.2102112,Barcelona,Spain,OpenStreetMap,465875778
Dog Park 465875779,41.44184,2.2144032,Barcelona,Spain,OpenStreetMap,465875779
Dog Park 505524298,41.4238826,2.2127574,Barcelona,Spain,OpenStreetMap,505524298
Dog Park 526792216,41.4022992,2.1810429,Barcelona,Spain,OpenStreetMap,526792216
Dog Park 545092967,41.4080725,2.1432294,Barcelona,Spain,OpenStreetMap,545092967
Dog Park 552474140,41.406856,2.1899218,Barcelona,Spain,OpenStreetMap,552474140
Dog Park 564052232,41.3864744,2.1370753,Barcelona,Spain,OpenStreetMap,564052232
Dog Park 584606436,41.4139513,2.1786286,Barcelona,Spain,OpenStreetMap,584606436
Dog Park 604020467,41.4371781,2.2166479,Barcelona,Spain,OpenStreetMap,604020467
Dog Park 612307568,41.4099071,2.1793715,Barcelona,Spain,OpenStreetMap,612307568
Dog Park 615533794,41.4508961,2.2380281,Barcelona,Spain,OpenStreetMap,615533794
Dog Park 620656217,41.4022654,2.1729994,Barcelona,Spain,OpenStreetMap,620656217
Dog Park 640841645,41.4331039,2.1654395,Barcelona,Spain,OpenStreetMap,640841645
Node gossos 1,41.4048029,2.1864465,Barcelona,Spain,OpenStreetMap,667865854
Dog Park 685129044,41.3941307,2.1400637,Barcelona,Spain,OpenStreetMap,685129044
Dog Park 685129064,41.3935624,2.1381907,Barcelona,Spain,OpenStreetMap,685129064
Dog Park 685327805,41.4201009,2.1811524,Barcelona,Spain,OpenStreetMap,685327805
Dog Park 694127127,41.443901,2.2152062,Barcelona,Spain,OpenStreetMap,694127127
Dog Park 711891717,41.3620752,2.1311313,Barcelona,Spain,OpenStreetMap,711891717
Dog Park 730287333,41.3888197,2.160802,Barcelona,Spain,OpenStreetMap,730287333
Dog Park 731934575,41.4099311,2.1532449,Barcelona,Spain,OpenStreetMap,731934575
Dog Park 734015439,41.4429028,2.2209134,Barcelona,Spain,OpenStreetMap,734015439
Dog Park 734204887,41.4421545,2.1714618,Barcelona,Spain,OpenStreetMap,734204887
Dog Park 736840885,41.4241856,2.1443733,Barcelona,Spain,OpenStreetMap,736840885
Dog Park 741000197,41.3589799,2.1035214,Barcelona,Spain,OpenStreetMap,741000197
Dog Park 741261199,41.4317413,2.1474019,Barcelona,Spain,OpenStreetMap,741261199
Dog Park 751344296,41.3695984,2.1358844,Barcelona,Spain,OpenStreetMap,751344296
Dog Park 759622304,41.4070317,2.1475946,Barcelona,Spain,OpenStreetMap,759622304
Dog Park 770887440,41.375534,2.1526689,Barcelona,Spain,OpenStreetMap,770887440
Dog Park 801903064,41.4077565,2.1373549,Barcelona,Spain,OpenStreetMap,801903064
Dog Park 813106092,41.4208447,2.2161406,Barcelona,Spain,OpenStreetMap,813106092
Dog Park 813433712,41.3661795,2.1407523,Barcelona,Spain,OpenStreetMap,813433712
Dog Park 827071534,41.4560217,2.2016099,Barcelona,Spain,OpenStreetMap,827071534
Dog Park 834552439,41.4432456,2.2089572,Barcelona,Spain,OpenStreetMap,834552439
Dog Park 842677164,41.385302,2.146082,Barcelona,Spain,OpenStreetMap,842677164
Dog Park 866240125,41.3471407,2.1106445,Barcelona,Spain,OpenStreetMap,866240125
Dog Park 875530585,41.4227575,2.1538353,Barcelona,Spain,OpenStreetMap,875530585
Dog Park 903520305,41.3786039,2.1325372,Barcelona,Spain,OpenStreetMap,903520305
Dog Park 920219792,41.4366536,2.1674601,Barcelona,Spain,OpenStreetMap,920219792
Dog Park 928933549,41.3667356,2.1055056,Barcelona,Spain,OpenStreetMap,928933549
Dog Park 928933552,41.3679167,2.1044433,Barcelona,Spain,OpenStreetMap,928933552
Correcà,41.3651523,2.1153117,Barcelona,Spain,OpenStreetMap,956069450
Dog Park 966016406,41.4125827,2.1461101,Barcelona,Spain,OpenStreetMap,966016406
Dog Park 969257969,41.3793953,2.1067267,Barcelona,Spain,OpenStreetMap,969257969
Dog Park 971597535,41.4339089,2.1755672,Barcelona,Spain,OpenStreetMap,971597535
Dog Park 988531021,41.4147855,2.1375203,Barcelona,Spain,OpenStreetMap,988531021
Dog Park 1002075266,41.4276245,2.2044943,Barcelona,Spain,OpenStreetMap,1002075266
Dog Park 1009384668,41.4133957,2.1857681,Barcelona,Spain,OpenStreetMap,1009384668
Dog Park 1013524972,41.4503298,2.2021229,Barcelona,Spain,OpenStreetMap,1013524972
Dog Park 1022979311,41.4276282,2.2256912,Barcelona,Spain,OpenStreetMap,1022979311
Dog Park 1029851550,41.4019359,2.1606455,Barcelona,Spain,OpenStreetMap,1029851550
Dog Park 1030737656,41.404154,2.2077917,Barcelona,Spain,OpenStreetMap,1030737656
Dog Park 1033560448,41.401451,2.2059909,Barcelona,Spain,OpenStreetMap,1033560448
Dog Park 1038743601,41.4016573,2.1337753,Barcelona,Spain,OpenStreetMap,1038743601
Dog Park 1055722800,41.37462,2.1081169,Barcelona,Spain,OpenStreetMap,1055722800
Dog Park 1056825089,41.423985,2.2057645,Barcelona,Spain,OpenStreetMap,1056825089
Dog Park 1066697109,41.3921965,2.1402146,Barcelona,Spain,OpenStreetMap,1066697109
Dog Park 1076024856,41.3902683,2.1870353,Barcelona,Spain,OpenStreetMap,1076024856
Dog Park 1076330111,41.3591028,2.1168907,Barcelona,Spain,OpenStreetMap,1076330111
Dog Park 1081822228,41.3802125,2.1252102,Barcelona,Spain,OpenStreetMap,1081822228
Dog Park 1084249610,41.3729001,2.1291823,Barcelona,Spain,OpenStreetMap,1084249610
Dog Park 1095395960,41.32885,2.1072333,Barcelona,Spain,OpenStreetMap,1095395960
Dog Park 1114944122,41.3947948,2.1856354,Barcelona,Spain,OpenStreetMap,1114944122
Dog Park 1123857101,41.4141791,2.1667781,Barcelona,Spain,OpenStreetMap,1123857101
Dog Park 1123964094,41.3677614,2.1151288,Barcelona,Spain,OpenStreetMap,1123964094
Dog Park 1124673992,41.4347394,2.1500256,Barcelona,Spain,OpenStreetMap,1124673992
Dog Park 1128010415,41.4279439,2.1577214,Barcelona,Spain,OpenStreetMap,1128010415
Dog Park 1128383026,41.3745103,2.1396629,Barcelona,Spain,OpenStreetMap,1128383026
Dog Park 1133125776,41.4548787,2.1902001,Barcelona,Spain,OpenStreetMap,1133125776
Dog Park 1137844648,41.375997,2.1703319,Barcelona,Spain,OpenStreetMap,1137844648
Dog Park 1149437029,41.4184763,2.1758064,Barcelona,Spain,OpenStreetMap,1149437029
Dog Park 1175867637,41.412176,2.1879532,Barcelona,Spain,OpenStreetMap,1175867637
Dog Park 1180272414,41.3676525,2.121126,Barcelona,Spain,OpenStreetMap,1180272414
Dog Park 1201429588,41.4427896,2.2290724,Barcelona,Spain,OpenStreetMap,1201429588
Dog Park 1216608056,41.3787801,2.101448,Barcelona,Spain,OpenStreetMap,1216608056
Dog Park 1217986602,41.4274549,2.2194901,Barcelona,Spain,OpenStreetMap,1217986602
Dog Park 1224888667,41.452605,2.2420102,Barcelona,Spain,OpenStreetMap,1224888667
Dog Park 1224903819,41.4496566,2.234662,Barcelona,Spain,OpenStreetMap,1224903819
Dog Park 1262132540,41.4022166,2.13987,Barcelona,Spain,OpenStreetMap,1262132540
Dog Park 1275551377,41.4444776,2.1977165,Barcelona,Spain,OpenStreetMap,1275551377
Dog Park 1275826809,41.4432362,2.1896421,Barcelona,Spain,OpenStreetMap,1275826809
Dog Park 1296454541,41.4161098,2.1494851,Barcelona,Spain,OpenStreetMap,1296454541
Dog Park 1302155556,41.3753146,2.1126085,Barcelona,Spain,OpenStreetMap,1302155556
Node gossos 2,41.4024164,2.1864955,Barcelona,Spain,OpenStreetMap,1337820786
Dog Park 1340155923,41.3773158,2.1416049,Barcelona,Spain,OpenStreetMap,1340155923
Dog Park 1342225344,41.3682095,2.1364603,Barcelona,Spain,OpenStreetMap,1342225344
Dog Park 1344398513,41.4270856,2.1837721,Barcelona,Spain,OpenStreetMap,1344398513
Dog Park 1344565786,41.4139955,2.1499806,Barcelona,Spain,OpenStreetMap,1344565786
Dog Park 1389309123,41.4178529,2.1767861,Barcelona,Spain,OpenStreetMap,1389309123
Dog Park 1393580961,41.3585166,2.143788,Barcelona,Spain,OpenStreetMap,1393580961
Espai per a gossos deslligats,41.4324771,2.1443188,Barcelona,Spain,OpenStreetMap,1430614682
Dog Park 1466595417,41.3916746,2.1371006,Barcelona,Spain,OpenStreetMap,1466595417
Dog Park 1486066845,41.365391,2.1338104,Barcelona,Spain,OpenStreetMap,1486066845
Dog Park 1486406061,41.3829739,2.1403783,Barcelona,Spain,OpenStreetMap,1486406061
Dog Park 3632136771,40.4518001,-3.6756844,Madrid,Spain,OpenStreetMap,3632136771
Dog Park 5122340418,40.3922879,-3.7274404,Madrid,Spain,OpenStreetMap,5122340418
Dog Park 5626648794,40.3886873,-3.7249596,Madrid,Spain,OpenStreetMap,5626648794
Dog Park 6069022229,40.4672285,-3.7204567,Madrid,Spain,OpenStreetMap,6069022229
Dog Park 6585962816,40.4053008,-3.6530841,Madrid,Spain,OpenStreetMap,6585962816
Dog Park 6734771106,40.4064672,-3.6609377,Madrid,Spain,OpenStreetMap,6734771106
Dog Park 6832964364,40.435978,-3.6383708,Madrid,Spain,OpenStreetMap,6832964364
Dog Park 7041453617,40.398663,-3.6925282,Madrid,Spain,OpenStreetMap,7041453617
Dog Park 7873090018,40.4358282,-3.6385591,Madrid,Spain,OpenStreetMap,7873090018
Dog Park 8572291599,40.4273042,-3.660793,Madrid,Spain,OpenStreetMap,8572291599
Dog Park 8628812279,40.42288,-3.6382433,Madrid,Spain,OpenStreetMap,8628812279
Dog Park 8648047117,40.4389372,-3.7055107,Madrid,Spain,OpenStreetMap,8648047117
Dog Park 8710197572,40.4417799,-3.715904,Madrid,Spain,OpenStreetMap,8710197572
Dog Park 9017772778,40.4422717,-3.6619779,Madrid,Spain,OpenStreetMap,9017772778
Dog Park 9196142718,40.4304704,-3.6692661,Madrid,Spain,OpenStreetMap,9196142718
Dog Park 9261424999,40.3772761,-3.7348902,Madrid,Spain,OpenStreetMap,9261424999
Dog Park 9469271979,40.4281176,-3.6598172,Madrid,Spain,OpenStreetMap,9469271979
Dog Park 9565539469,40.3847748,-3.6601018,Madrid,Spain,OpenStreetMap,9565539469
Dog Park 9823189756,40.4390305,-3.6946343,Madrid,Spain,OpenStreetMap,9823189756
Dog Park 10897266209,40.3951186,-3.6817329,Madrid,Spain,OpenStreetMap,10897266209
Dog Park 10931287076,40.3958157,-3.7524092,Madrid,Spain,OpenStreetMap,10931287076
Dog Park 11026520237,40.4019516,-3.6666244,Madrid,Spain,OpenStreetMap,11026520237
Dog Park 11119827934,40.3871803,-3.7606071,Madrid,Spain,OpenStreetMap,11119827934
Dog Park 11225325380,40.4300699,-3.7076299,Madrid,Spain,OpenStreetMap,11225325380
Dog Park 11237925606,40.4200787,-3.6323016,Madrid,Spain,OpenStreetMap,11237925606
Dog Park 12043566034,40.4577202,-3.6983023,Madrid,Spain,OpenStreetMap,12043566034
Dog Park 12565315136,40.3833728,-3.6757575,Madrid,Spain,OpenStreetMap,12565315136
Dog Park 12715628894,40.4406349,-3.7070806,Madrid,Spain,OpenStreetMap,12715628894
Dog Park 13657988890,40.3834966,-3.7117187,Madrid,Spain,OpenStreetMap,13657988890
Dog Park 48599791,40.4148064,-3.6622144,Madrid,Spain,OpenStreetMap,48599791
Dog Park 148269503,40.4008968,-3.6613756,Madrid,Spain,OpenStreetMap,148269503
Dog Park 203426412,40.4657078,-3.7134668,Madrid,Spain,OpenStreetMap,203426412
Dog Park 309956544,40.4217084,-3.6569424,Madrid,Spain,OpenStreetMap,309956544
Pipican,40.4299125,-3.6597386,Madrid,Spain,OpenStreetMap,318954424
Pipican,40.426414,-3.6523395,Madrid,Spain,OpenStreetMap,319242522
Pipican,40.4220725,-3.6342934,Madrid,Spain,OpenStreetMap,321281396
Dog Park 329659055,40.4061966,-3.7044926,Madrid,Spain,OpenStreetMap,329659055
Dog Park 329708412,40.4138744,-3.6402215,Madrid,Spain,OpenStreetMap,329708412
Dog Park 330961986,40.4352183,-3.6516351,Madrid,Spain,OpenStreetMap,330961986
Dog Park 393512540,40.4795535,-3.7386677,Madrid,Spain,OpenStreetMap,393512540
Dog Park 479247099,40.4391691,-3.70447,Madrid,Spain,OpenStreetMap,479247099
Dog Park 504782145,40.3668433,-3.6891802,Madrid,Spain,OpenStreetMap,504782145
Dog Park 516831073,40.3561594,-3.6878942,Madrid,Spain,OpenStreetMap,516831073
Dog Park 552009368,40.3769615,-3.7103136,Madrid,Spain,OpenStreetMap,552009368
